user,text,date,location,fav_count,re_count,no_followers,hashtags
VOANews,"Vaccine Rollout in Ivory Coast Picks Up Steam After Rough Start
https://t.co/wXPDGm3k2G",2021-06-26 04:00:01,,6,1,1679811,[]
marxdeane,"In a week of meltdowns, Barnaby Joyce and COVID chaos, Morrison's absence was unfortunate https://t.co/vJBleSKmGy… https://t.co/iBkJRRx8P2",2021-06-26 03:53:32,Bli Bli Qld Australia,1,3,12524,[]
SallyLawry,Starting to feel 2020 was just the introduction to the Covid pandemic . It is going to be a long winter this year b… https://t.co/L8OnNM0NMG,2021-06-26 03:25:56,Fremantle Western Australia ,84,28,5366,[]
fijitimes,#Opinion The COVID-19 pandemic has thrown almost everyone’s life in great jeopardy.  #TimesNews #FijiNews… https://t.co/XpHYOSyJZN,2021-06-26 03:24:46,"Suva, Fiji",7,0,78501,"['Opinion', 'TimesNews', 'FijiNews']"
DianaDeeJarvis,Dr. @chrismartenson speaks with a scientist who has long career in industry vaccine development &amp; explains why curr… https://t.co/xEmtzFwRjH,2021-06-26 03:23:24,,0,0,276,[]
littleeffortt,"The #pandemic shall not become a reason for a drop in our vigil against #Polio

Upcoming round for polio drops is o… https://t.co/xEASXEE7Io",2021-06-26 03:20:40,India,0,0,8,"['pandemic', 'Polio']"
GeoffyPJohnston,Vaccine equity is not only about global health. It is also about restoring the global economy.  If COVID vaccines a… https://t.co/mfD7siKVWz,2021-06-26 03:19:27,"Ontario, Canada",0,2,4593,[]
nelliebean91,@Redheels6 @MathLisa @KTLA Dude aids and cancer aren’t event in the same category as Covid. There’s no excuse to no… https://t.co/MdS9hdO38Z,2021-06-26 03:18:58,,0,0,22,[]
marxdeane,The federal government squandered our precious Covid advantage – now Sydney is in lockdown | Bill Bowtell… https://t.co/ilcRoTEPgk,2021-06-26 03:13:45,Bli Bli Qld Australia,9,2,12524,[]
amonniks,@CMOKerala a whole lot of students have not received the vaccine yet. We have just been through a second deadly wav… https://t.co/GjWMY8x8Bx,2021-06-26 03:13:22,"Kerala, India",0,0,53,[]
eastvillagetwt,"The mRNA Vaccines Are Extraordinary, but Novavax Is Even Better

Persistent hype around mRNA vaccine technology is… https://t.co/zrbFQ4v6lu",2021-06-26 03:03:38,"East Village, New York, NY",1,0,1986,[]
Pyrnassius_RS,"Wow, promoting murder of the people. More ppl in hospital from the vax than the fake pandemic virus. Covid has prov… https://t.co/kVmBHFmH7U",2021-06-26 03:02:53,Australia,0,0,286,[]
HaoleThai,Vaccine Rollout in Ivory Coast Picks Up Steam After Rough Start https://t.co/iMvbC65vS4,2021-06-26 02:53:36,"Qui Nhơn,Bình Định, Việt Nam",0,0,302,[]
Gangadiagnosti1,Vaccination is the most important factor to keep in your mind these days. It's a primary factor to stay healthy in… https://t.co/xFkg2QHLJb,2021-06-26 02:48:36,,0,0,3,[]
gaylife56794660,@NSWHealth @GladysB scariest time sydney has seen with pandemic?wondering about your memories last year when a larg… https://t.co/5Cq1j39nYS,2021-06-26 02:48:23,,1,0,13,[]
Opi_Charles,@MountainDew November 11th was my 80th birthday! My 2020 celebration was non-existent. All of my friends are so old… https://t.co/RX7mAMCwf6,2021-06-26 02:19:40,,0,0,12,[]
ClickThatFollow,"@BirdWatching0 @ZackGianino @RatchetNurse1 Read the article

""hospitalized or died""

Doesn't say if they had pre ex… https://t.co/kM7wHvzWjM",2021-06-26 02:18:23,,0,0,3644,[]
JLimic,"Was the Whole Pandemic About the Vaccine?
COVID-19 pandemic was about the vaccine and getting a global mass vaccina… https://t.co/t8nzFHGMId",2021-06-26 02:11:27,,2,2,18,[]
drsrhomeopathy,"Get Your Covid-19 Vaccine Today To Help Stop The Spread 💉
.
.
.
#drsiddharthroyhomeopathy #vaccination #vaccine… https://t.co/bK7ew54h0M",2021-06-26 02:00:09,"Gorakhpur, India",1,0,9,"['drsiddharthroyhomeopathy', 'vaccination', 'vaccine']"
DMG_AZ,US extends expiration dates for J&amp;J COVID vaccine by 6 weeks. #COVID19vaccine #COVID19vaccination #COVID19… https://t.co/HhWuUTzU6T,2021-06-26 01:54:00,"Phoenix, AZ",0,0,159,"['COVID19vaccine', 'COVID19vaccination', 'COVID19']"
HydeParkHerald,"We interviewed several South Siders who have not been vaccinated for this story. ""We've been going through a pandem… https://t.co/y4woqs0vwj",2021-06-26 01:45:57,"Hyde Park-Kenwood, Chicago",0,2,5569,[]
Tanvir56163176,#indianarmy distributed essentials to people affected worse in this pandemic and spread awareness about #COVID… https://t.co/O55jQhSxUd,2021-06-26 01:40:13,India,0,0,226,"['indianarmy', 'COVID']"
AvijeetDhaliwal,"We Support Vaccine for Farmers

Farmers care for the country and community

Farmers provide Jobs to 56.6% Indian Po… https://t.co/UUT3MYrIck",2021-06-26 01:35:04,Chandigarh,0,1,1027,[]
kristatee,@Mikeggibbs This is the first coronavirus pandemic. No one knows. But many are guessing it’s possible. I would love… https://t.co/lqSjH1c73u,2021-06-26 01:26:23,"Kingston, Ontario, Canada",10,0,1785,[]
NikkiBlakk,"Covid deaths have plummeted from 3500 per day to 300 per day, since the vaccine drive has saturated more than half… https://t.co/N3Klgz9lGw",2021-06-26 01:15:02,"San Francisco, CA",3,1,3289,[]
MicrobesInfo,"#COVID-19 #coronavirus increase in #Russia linked to Delta #variant and slow #vaccine drive ... 

| #SARSCoV2 |… https://t.co/kFtSonO6u4",2021-06-26 01:00:17,Earth,2,3,1339,"['COVID', 'coronavirus', 'Russia', 'variant', 'vaccine', 'SARSCoV2']"
drmolly,"Hey Michiganders! If you haven’t already done so, please consider signing up for your COVID-19 vaccine! The vaccine… https://t.co/xOdZoRBRDm",2021-06-26 00:50:34,"Ann Arbor, MI",1,0,1312,[]
RabeeTourky,"According to this, even with the Pfizer vaccine, we're _all_ going to get covid but thankfully 90% will be asymptom… https://t.co/5tT7fEwMeb",2021-06-26 00:50:12,"Canberra, Australia",0,0,1629,[]
Metztli888,New #CovidVaccines with higher efficacy including variants like #DeltaVariant are coming available; We need to look… https://t.co/2JZpUzmDaj,2021-06-26 00:43:03,🚨This Ride Has No Brakes🚨,0,0,125,"['CovidVaccines', 'DeltaVariant']"
Covid19simple,"June 25, 2021🇨🇦

For more information on the COVID-19 pandemic across Canada and around the world, click the link b… https://t.co/VIUvav7XZJ",2021-06-26 00:39:04,"Toronto, Ontario",0,0,1622,[]
MarkAselstine,"To sum up the pandemic right now....my 5 year old has built a Covid vaccine site.

Of course, it's a drive thru ver… https://t.co/3FyTvYlmoI",2021-06-26 00:25:30,SF East Bay,1,0,4996,[]
JWMinBBY,"“I wish he’d gotten the vaccine, and I’m sad he didn’t understand how it could prevent him from getting COVID.”

https://t.co/WAUqwjTx1g",2021-06-26 00:24:45,,0,0,94,[]
Agent99XXX,"Second COVID vaccine dose missed by over 10% of Americans https://t.co/C3qXy68KU1 ""Studies have shown that the two-… https://t.co/AbKubM2Dnm",2021-06-26 00:24:34,USA,0,0,803,[]
Amalgamquietude,@DilleyDilley8 @abirballan @PishPishCat I am confused by your argument. Should we… stop using the flu vaccine? Why… https://t.co/zYQ10QBfQE,2021-06-26 00:17:49,"Western Australia, Australia",0,0,118,[]
Patriot86589254,Russia launches single-dose Sputnik Light Covid vaccine. Even two doses of the vaccine haven't been able to stop th… https://t.co/nKjWctGmMD,2021-06-26 00:15:52,,0,0,192,[]
stillnotcnn,"@AndrewRomano 
On December 14, 2020 when the first Covid vaccine doses were administered there were 300,267 Covid-1… https://t.co/gRs9V4D6p0",2021-06-26 00:12:08,,0,0,67,[]
mtsandersen,"@PoofnutsO @Edo89448931 @_leo_s The sad part is Trump’s administration *didn’t* have a vaccine rollout plan, Biden… https://t.co/CqYlAOOrSp",2021-06-26 00:12:06,"Sydney, Australia",2,0,67,[]
lobbyistpaula,Why doesn’t this fact make vaccine-hesitant people hasten to get a shot? https://t.co/DieKd3wNgR,2021-06-26 00:07:00,"North Carolina, USA",0,0,673,[]
CanNews24,Turkish COVID-19 vaccine starts Phase 3 clinical trials https://t.co/nL0zudkcpg,2021-06-25 23:48:15,Canada,0,0,184,[]
rosiegirlbaby,"@SenRonJohnson Opposing CDC Guidance,
Johnson Questions Need For Broad Vaccine
Senator Says Vaccination Effort Shou… https://t.co/lVkMs7vtCd",2021-06-25 23:47:44,,2,1,4,[]
UpNorthNewsWI,The senator has a lengthy record of trying to diminish the scope of the pandemic by spreading false information and… https://t.co/PSl084Z5yp,2021-06-25 23:40:00,Wisconsin,6,0,3589,[]
BasuAshis,"And ⁦⁦@CDCDirector⁩ said that the vaccine is so effective that “nearly every death, especially among adults, due to… https://t.co/mFH2z1S8l7",2021-06-25 23:33:20,Canada,0,1,8248,[]
Siksika_Nation,"66% of eligible Siksikawa have received their first dose of COVID-19 vaccine, and 44.5% have received both their fi… https://t.co/wbZFE1Evdb",2021-06-25 23:30:00,,20,4,2377,[]
PBSWI,"The @DHSWI reports COVID-19 pandemic totals of 612,506 confirmed cases and 7,280 confirmed deaths in Wisconsin as o… https://t.co/QiODXmtI2x",2021-06-25 23:26:46,Wisconsin,0,0,11818,[]
MikeKellyColumn,COVID's dirty secret:  It's mainly the unvaccinated who are keeping this pandemic alive.  Here's my column:  https://t.co/cUv0M5L6jo,2021-06-25 23:22:07,New Jersey,0,0,1422,[]
cinnamonstrous,"Lost too many family and friends since the pandemic started due to COVID-19.

The large majority of them died befor… https://t.co/9k0AWOri3N",2021-06-25 23:19:12,"Hawkins, Indiana",0,1,1479,[]
CodaStory,“It's very disheartening to see people being thought about as statistics and being excluded just because they don't… https://t.co/ZV5zoQIR4J,2021-06-25 23:12:00,"New York, USA",1,0,15068,[]
docsinpolitics,"The production and distribution of the COVID vaccine, while at times erratic, has been a public health triumph and… https://t.co/UdCyM0AdHF",2021-06-25 23:07:16,,0,0,2390,[]
timsout,Australia can no longer boast about our world-leading response to the pandemic. Because it’s no longer world-leadin… https://t.co/uimYspN1GC,2021-06-25 23:06:12,"Sydney, Australia",32,6,31533,[]
kennysmith,"Lead:

""Nearly all COVID-19 deaths in the U.S. now are in people who weren’t vaccinated, a staggering demonstration… https://t.co/sZCxjFwAg8",2021-06-25 23:04:06,,0,0,1754,[]
CSam235532,Trump advisers reportedly hoped he'd be 'a changed man' after his COVID-19 battle. They were quickly disappointed.… https://t.co/Wsl3xeniz4,2021-06-25 22:57:56,,0,0,0,[]
Eddykurrent,"Submitted my Undergraduate☺️
With the  ongoing COVID-19 pandemic &amp; concerted effort to keep it under control throug… https://t.co/BYTUL1z405",2021-06-25 22:46:52,"Benin City, Nigeria",58,4,1100,[]
GaryMakulitboy,"@ScottMorrisonMP @FijiPM @jokowi @IsraeliPM When are World leaders who are supposed to protect their own Citizens,… https://t.co/uLlAbtxYdj",2021-06-25 22:45:18,,0,0,8,[]
gillharmanpreet,Seafarers life is running like a hell . No shore leave even after took Covid vaccine#. During Covid pandemic 😷 Vett… https://t.co/LMENJfnY8D,2021-06-25 22:44:11,chandigarh,0,0,21,[]
MCornbeef,@michaelzlin @zeynep In his testimony Dom Cummings said scientists could knock up a vaccine to different variants i… https://t.co/xJWhsrekA1,2021-06-25 22:41:49,,0,0,15,[]
Fraserhealth,"🔉SOUND ON to find out why Donovan (right, with his two vaccinated brothers) got his COVID-19 vaccine. 

Are you 12+… https://t.co/xThKviXyWY",2021-06-25 22:40:01,"Surrey, British Columbia",3,0,25761,[]
ValledelSolAZ,Are you ready to get the COVID-19 vaccine? Valle del Sol now has the Pfizer vaccine available at no cost to anyone… https://t.co/UoMz5Hx7go,2021-06-25 22:30:28,"Phoenix, Arizona",1,0,1518,[]
megnhollinshead,"city council can fuck off, i work with children UNDER 12 constantly. they can’t get the vaccine, so fuck those kids… https://t.co/fQOijWpSSm",2021-06-25 22:19:37,Amiskwaciwâskahikan / Treaty 6,3,2,32,[]
SacramentoKings,Associate Head Coach Alvin Gentry knows getting the COVID-19 vaccine important to put the pandemic behind us.… https://t.co/gdCgHPqBlu,2021-06-25 22:02:10,"Sacramento, CA",34,2,1135098,[]
Will76302564,@smuramed @Ugo_UF @BretWeinstein When it comes to the balance of risk my argument is the risk equation is in flux.… https://t.co/gBPq72x0Zm,2021-06-25 21:54:53,Earth,0,0,16,[]
kayodeteslim,GAVI committed to supporting hepatitis B birth dose vaccination as set out in the GAVI Vaccine Investment Strategy… https://t.co/R5UfEgTgFz,2021-06-25 21:52:49,,7,0,7477,[]
maybeawriter,Nearly all COVID deaths in US now among unvaccinated; Sydney tightens pandemic restrictions amid outbreak: Latest C… https://t.co/th6MjAQvpv,2021-06-25 21:50:04,"Nashville, TN",0,0,4478,[]
maybeawriter,Nearly all COVID deaths in US now among unvaccinated; Sydney tightens pandemic restrictions amid outbreak: Latest C… https://t.co/cJQCXfdxB7,2021-06-25 21:48:33,"Nashville, TN",1,1,4478,[]
QuarterCoyote,That's what happens to the economy when we have a global pandemic and then we get a  vaccine for #COVID. https://t.co/iyt3QvWxCF,2021-06-25 21:47:29,"The real world, sometimes",0,0,33,['COVID']
BELLAOJKMT,"Mask, wash ur hands as many times as possible, keep a distance with others. Pls take this pandemic seriously, if I… https://t.co/CE3tedFRik",2021-06-25 21:41:00,Hogwarts / SHINee's World,0,0,1214,[]
schreibe_gRuFtY,"CW Pandemic, vaccine

I got my second covid shot 16 days ago. I'll try to be as safe as possible about contacts any… https://t.co/MXgd2E1StF",2021-06-25 21:40:21,,1,0,49,[]
MerlinofCanada,#Edmonton city council votes to end mask bylaw on July 1 well this pandemic is not over not even close even Israel… https://t.co/Pn8qIK2t5B,2021-06-25 21:36:49,Canada,19,5,8699,['Edmonton']
business,"💉 2.8 billion vaccines have been administered worldwide 
🦠 The more contagious delta variant continues to spread… https://t.co/jJ89r0M5ST",2021-06-25 21:33:16,New York and the World,27,13,7371960,[]
CharlieSensor,@NikkiKF Covid19 AKA Influenza is a fraud pandemic based on fraudulent PCR Tests &amp; junk science from corrupt profes… https://t.co/cuI1EqkSeH,2021-06-25 21:20:23,,0,0,645,[]
MrsPengi,Was very heartening to see a massive line of young people queueing up to have their covid vaccine earlier today. Th… https://t.co/OQFtQMLsZk,2021-06-25 21:20:12,"England, United Kingdom",0,0,311,[]
stufalk,"Nearly all COVID-19 deaths in the U.S. now are in people who weren’t vaccinated,  an indication that deaths per day… https://t.co/vsRlqTBVJf",2021-06-25 21:14:20,"Los Angeles, California",0,0,1632,[]
dbmwrites,"as many countries were going through the critical pandemic phase, we had to separate from 3 by 3 in the localities… https://t.co/1iDhXtZZgi",2021-06-25 21:09:49,she - her + 18,1,0,153,[]
AlanBryceCross,Just seen the BBC Horizon programme about the production of the Covid vaccines. Great to see so many leading female… https://t.co/kSKihWXCSk,2021-06-25 21:09:06,"Manchester, England",0,0,529,[]
FostersDailyDem,"For Mark Caswell, who as the head of engineering and facilities directs operations at the Portsmouth site, the comp… https://t.co/r063Hh7vDS",2021-06-25 21:07:00,"Dover, NH",0,0,17971,[]
seacoastonline,"For Mark Caswell, who as the head of engineering and facilities directs operations at the Portsmouth site, the comp… https://t.co/zRWpVrZBYO",2021-06-25 21:07:00,"Portsmouth, NH",1,0,38178,[]
GDP_Center,How has trade and access to medicines been impacted by the COVID-19 crisis? Rachel Thrasher &amp; @VeroWirtz highlight… https://t.co/oS891hrlaV,2021-06-25 21:06:00,"Boston, MA",1,0,3643,[]
AutosDrvAmerica,.@Toyota is making a permanent donation to the @LAFD in the form of a #Sienna for multi-functional use beyond pande… https://t.co/JgmCPJJ2ox,2021-06-25 21:05:01,USA,1,0,1282,['Sienna']
MassEcon,@MassGovernor announced $3.2 million in grants to the community and faith-based organizations in 20 cities and town… https://t.co/Or7iYiZNuG,2021-06-25 21:00:33,Massachusetts,0,0,4349,[]
shanikom,https://t.co/zs84kJMfNU #pandemic #VACCINE #picnic season has begun! https://t.co/y3qd5RPbfP,2021-06-25 20:56:00,"Montreal, QC",1,0,2343,"['pandemic', 'VACCINE', 'picnic']"
theintercept,Most global media coverage has attributed India’s ongoing Covid-19 crisis to two key causes: the Indian government’… https://t.co/CFkslnoG8k,2021-06-25 20:54:40,"New York, NY",34,12,862998,[]
benp7777,"Gates-
1 predicts every element of the pandemic in detail
2 holds a coronavirus pandemic response exercise months b… https://t.co/kNRH8n3nCH",2021-06-25 20:54:35,The World,26,20,1607,[]
MattRosoff,"CDC Director Dr. Rochelle Walensky said on Tuesday that the vaccine is so effective that “nearly every death, espec… https://t.co/cfocMbolEQ",2021-06-25 20:53:34,San Francisco,0,0,16279,[]
WayzataMom2,"Delta variant is brutal. It's in the US &amp; spreading. Death from COVID is preventable. Get a vaccine! 

@FDA Make su… https://t.co/pnte4eBru6",2021-06-25 20:47:38, MN,1,0,158,[]
denverpost,"Opinion | Masket: ""The nation’s response to COVID was partisan almost from its very beginnings. What’s stunning is… https://t.co/BaIjl6ImFg",2021-06-25 20:46:01,"Denver, CO",10,4,449412,[]
FOXCATA7,fema: We are all ready to move forward from the COVID-19 pandemic. In order to continue on our path of recovery we… https://t.co/p8UIw5sg21,2021-06-25 20:42:17,"Michigan, USA",0,0,17,[]
916Baby_Gorilla,"@Simple645 @JoseyWales12345 @KDVR Where is the Colorado Comeback Cash money coming from?

The purpose of this promo… https://t.co/9L8mRLzAuQ",2021-06-25 20:41:06,,1,0,70,[]
8521c3f795e7448,"@TomiLahren When other countries were opening borders during the pandemic, no country would allow Americans because… https://t.co/qFuGzf2P0J",2021-06-25 20:39:21,,0,0,10,[]
